#hg19.knownCanonical.chrom	hg19.knownCanonical.chromStart	hg19.knownCanonical.chromEnd	hg19.knownCanonical.clusterId	hg19.knownCanonical.transcript	hg19.kgXref.geneSymbol
chr21	32252963	32253874	18418	uc002yov.3	KRTAP11-1
chr21	32410477	32410795	18419	uc010glt.3	KRTAP19-8
chr21	32490735	32931290	18420	uc002yow.1	TIAM1
chr21	32931557	32932601	18421	uc002yoy.3	BC014150
chr21	33026870	33031813	18422	uc002yoz.1	BC041449
chr21	33031934	33041243	18423	uc002ypa.3	SOD1
chr21	33043312	33104431	18424	uc002ypd.2	SCAF4
chr21	33245627	33376377	18425	uc002yph.3	HUNK
chr21	33452793	33458608	18426	uc021wij.1	LINC00159
chr21	33640529	33651376	18427	uc002ypi.3	MIS18A
chr21	33664123	33684599	18428	uc002ypj.3	MRAP
chr21	33678774	33681045	18429	uc002ypm.3	BC034802
chr21	33683329	33765312	18430	uc002ypn.2	URB1
chr21	33749495	33749631	18431	uc002ypo.3	SNORA80
chr21	33765441	33766266	18432	uc011adp.2	C21orf119
chr21	33784751	33887697	18433	uc002ypr.1	C21orf63
chr21	33973983	33984918	18434	uc002yqc.3	C21orf59
chr21	34001068	34100351	18435	uc002yqh.2	SYNJ1
chr21	34100424	34115433	18436	uc002yqk.3	GCFC1-AS1
chr21	34100424	34105224	18437	uc002yqj.2	GCFC1-AS1
chr21	34106209	34144169	18438	uc002yqn.3	GCFC1
chr21	34144410	34170016	18439	uc002yqu.4	C21orf49
chr21	34162983	34186053	18440	uc011adu.2	C21orf62
chr21	34398215	34401503	18441	uc002yqx.2	OLIG2
chr21	34442449	34444728	18442	uc002yqz.3	OLIG1
chr21	34537775	34542541	18443	uc002yra.3	C21orf54
chr21	34602230	34636820	18444	uc002yrd.3	IFNAR2
chr21	34637936	34638565	18445	uc002yrj.2	LOC100288432
chr21	34697213	34732128	18446	uc002yrn.3	IFNAR1
chr21	34775201	34809828	18447	uc002yrp.4	IFNGR2
chr21	34804792	34852316	18448	uc002yrs.2	TMEM50B
chr21	34821088	34852316	18449	uc010gmb.2	TMEM50B
chr21	34860237	34864023	18450	uc002yrw.3	DNAJC28
chr21	34876237	34914464	18451	uc002yrx.3	GART
chr21	34915349	34949812	18452	uc002yse.1	SON
chr21	34950210	34961267	18453	uc002ysk.3	DONSON
chr21	34961647	35014160	18454	uc021wio.1	CRYZL1
chr21	35014783	35261609	18455	uc002yta.1	ITSN1
chr21	35269910	35272163	18456	uc021wiq.1	intersectin 1 long form
chr21	35303515	35343487	18457	uc002ytn.3	LOC100506334
chr21	35445822	35478561	18458	uc002yto.3	SLC5A3
chr21	35445822	35515334	18459	uc002ytp.2	MRPS6
chr21	35552977	35562220	18460	uc002yts.2	LINC00310
chr21	35736322	35743440	18461	uc002ytt.1	KCNE2
chr21	35747748	35761452	18462	uc002ytu.4	FAM165B
chr21	35791012	35796264	18463	uc002yty.3	BC049386
chr21	35818987	35828063	18464	uc010gmp.3	KCNE1
chr21	35828407	35828535	18465	uc021wiu.1	SNORA11
chr21	35888783	35987382	18466	uc002yue.3	RCAN1
chr21	35989139	35989242	18467	uc021wiv.1	Mir_562
chr21	36041687	36090519	18468	uc002yuf.1	CLIC6
chr21	36096104	36109479	18469	uc011ady.1	LINC00160
chr21	36118121	36157168	18470	uc002yug.3	LOC100506385
chr21	36160097	36421595	18471	uc010gmv.3	RUNX1
chr21	36195760	36198703	18472	uc002yup.1	AX746823
chr21	36231770	36231871	18473	uc002yus.1	AX813477
chr21	36410232	36411723	18474	uc011adz.2	RUNX1-IT1
chr21	37093012	37093106	18475	uc021wix.1	MIR802
chr21	37406838	37432819	18476	uc021wiy.1	SETD4
chr21	37441939	37498938	18477	uc011aea.1	LOC100133286
chr21	37442284	37445462	18478	uc002yvb.1	CBR1
chr21	37504064	37528606	18479	uc002yvc.2	LOC100506428
chr21	37507262	37518860	18480	uc002yve.3	CBR3
chr21	37536838	37666572	18481	uc002yvg.3	DOPEY2
chr21	37692486	37748944	18482	uc002yvi.3	MORC3
chr21	37757688	37789125	18483	uc002yvj.3	CHAF1B
chr21	37832919	37838725	18484	uc002yvk.1	CLDN14
chr21	38071990	38122510	18485	uc002yvr.2	SIM2
chr21	38123188	38353264	18486	uc021wjb.1	HLCS
chr21	38378449	38391958	18487	uc010gnd.3	DSCR6
chr21	38378862	38391958	18488	uc002yvv.3	DSCR6
chr21	38437663	38445103	18489	uc002yvw.1	PIGP
chr21	38445570	38575408	18490	uc002yvz.3	TTC3
chr21	38592888	38594036	18491	uc010gnk.2	DSCR9
chr21	38595725	38639833	18492	uc002ywf.1	DSCR3
chr21	38792600	38887679	18493	uc002ywk.3	DYRK1A
chr21	38979765	38982665	18494	uc002ywn.1	AL109792
chr21	38996785	39288696	18495	uc002ywo.2	KCNJ6
chr21	39426312	39493454	18496	uc002ywp.3	DSCR4
chr21	39493544	39528605	18497	uc002ywt.4	DSCR8
chr21	39578249	39580738	18498	uc010gnt.2	DSCR10
chr21	39644428	39673746	18499	uc002ywx.3	KCNJ15
chr21	39645397	39647443	18500	uc002ywy.3	AK027145
chr21	39751949	39870428	18501	uc002yxa.3	ERG
chr21	40110878	40145401	18502	uc002yxd.3	LINC00114
chr21	40177848	40196878	18503	uc002yxg.3	ETS2
chr21	40266708	40266791	18504	uc021wje.1	SNORA62
chr21	40547383	40555440	18505	uc002yxi.3	PSMG1
chr21	40557403	40685712	18506	uc002yxk.2	BRWD1
chr21	40685860	40686888	18507	uc021wjg.1	BRWD1-IT2
chr21	40714240	40721047	18508	uc002yxo.3	HMGN1
chr21	40752212	40769815	18509	uc002yxs.3	WRB
chr21	40777769	40816128	18510	uc002yxu.3	LCA5L
chr21	40823779	40887433	18511	uc002yya.3	SH3BGR
chr21	41029253	41034815	18512	uc002yyj.1	B3GALT5
chr21	40969074	40984749	18513	uc010gok.3	C21orf88
chr21	41117333	41174023	18514	uc002yyo.3	IGSF5
chr21	41239346	41301322	18515	uc002yyp.3	PCP4
chr21	41384342	42219039	18516	uc002yyq.1	DSCAM
chr21	41584278	41584358	18517	uc021wjk.1	MIR4760
chr21	41755009	41757285	18518	uc002yys.3	DSCAM-AS1
chr21	42513426	42519991	18519	uc002yyv.1	LINC00323
chr21	42539483	42539556	18520	uc021wjm.1	MIR3197
chr21	42539727	42648524	18521	uc002yyw.3	BACE2
chr21	42547157	42557166	18522	uc002yyz.3	PLAC4
chr21	42688660	42729654	18523	uc002yzb.1	FAM3B
chr21	42733949	42780869	18524	uc002yzf.1	MX2
chr21	42797977	42831141	18525	uc010goq.3	MX1
chr21	42836477	42879992	18526	uc010gor.3	TMPRSS2
chr21	43099461	43117496	18527	uc011aes.1	LINC00111
chr21	43131679	43135935	18528	uc010got.1	LINC00479
chr21	43136595	43137742	18529	uc002yzm.3	LINC00112
chr21	43159528	43187249	18530	uc002yzn.1	RIPK4
chr21	43221153	43299591	18531	uc002yzq.1	PRDM15
chr21	43305218	43373999	18532	uc002yzw.3	C2CD2
chr21	43406939	43430496	18533	uc002yzy.4	ZNF295
chr21	43442112	43445060	18534	uc011aeu.1	ZNF295-AS1
chr21	43491425	43563105	18535	uc002zag.1	UMODL1
chr21	43495003	43496973	18536	uc002zah.1	AX748362
chr21	43522243	43528644	18537	uc002zak.2	C21orf128
chr21	43639266	43717354	18538	uc002zaq.3	ABCG1
chr21	43641282	43641396	18539	uc021wjp.1	5S_rRNA
chr21	43705989	43715445	18540	uc010gpb.2	ABCG1
chr21	43719103	43720919	18541	uc002zau.3	AL355711
chr21	43731776	43735706	18542	uc002zav.3	TFF3
chr21	43766466	43771208	18543	uc002zaw.3	TFF2
chr21	43782390	43786644	18544	uc002zax.1	TFF1
chr21	43791995	43816200	18545	uc002zbb.2	TMPRSS3
chr21	43823970	43867790	18546	uc002zbf.3	UBASH3A
chr21	43837605	43837702	18547	uc021wjq.1	U6
chr21	43892596	43916401	18548	uc002zbg.3	RSPH1
chr21	43919741	44001550	18549	uc002zbi.3	SLC37A1
chr21	44019513	44035168	18550	uc002zbk.2	BC041455
chr21	44068403	44071354	18551	uc002zbl.4	BC033260
chr21	44073861	44195618	18552	uc002zbx.3	PDE9A
chr21	44263203	44299678	18553	uc002zci.3	WDR4
chr21	44263542	44266080	18554	uc002zcj.2	AX747730
chr21	44313377	44329773	18555	uc002zcm.3	NDUFV3
chr21	44336912	44345728	18556	uc002zco.3	C21orf105
chr21	44394642	44453688	18557	uc002zcq.1	PKNOX1
chr21	44473300	44496472	18558	uc002zcv.2	CBS
chr21	44513065	44527688	18559	uc002zdb.1	U2AF1
chr21	44589140	44592913	18560	uc002zdd.1	CRYAA
chr21	44834397	44847002	18561	uc002zdf.2	SIK1
chr21	44869903	44873771	18562	uc002zdg.3	LINC00319
chr21	44881973	44898103	18563	uc002zdh.1	LINC00313
chr21	44949071	45079374	18564	uc002zdi.3	HSF2BP
chr21	44985069	44985529	18565	uc002zdj.1	DQ577420
chr21	45079431	45115960	18566	uc002zdk.3	RRP1B
chr21	45138977	45182188	18567	uc002zdm.4	PDXK
chr21	45193830	45196259	18568	uc002zdr.3	CSTB
chr21	45209417	45223983	18569	uc002zds.2	RRP1
chr21	45225638	45232448	18570	uc002zdu.2	LOC284837
chr21	45285115	45407475	18571	uc002zdv.3	AGPAT3
chr21	45432205	45526432	18572	uc002zea.3	TRAPPC10
chr21	45527207	45551063	18573	uc002zeb.3	PWP2
chr21	45553493	45565605	18574	uc002zec.4	C21orf33
chr21	45646721	45660834	18575	uc002zee.3	ICOSLG
chr21	45666222	45682099	18576	uc002zeh.1	DNMT3L
chr21	45705762	45718110	18577	uc002zei.2	AIRE
chr21	45719924	45747261	18578	uc002zel.3	PFKL
chr21	45748826	45759285	18579	uc002zep.2	C21orf2
chr21	45754418	45758667	18580	uc002zes.1	C21orf2
chr21	45773483	45862964	18581	uc002zew.1	TRPM2
chr21	45834474	45845446	18582	uc011afe.2	TRPM2
chr21	45875392	45878739	18583	uc002zfa.3	LRRC3
chr21	45898221	45898271	18584	uc002zfb.3	DQ598454
chr21	45903703	45903735	18585	uc011afg.2	DQ590668
chr21	45904163	45904216	18586	uc002zfc.2	DQ601137
chr21	45911601	45911640	18587	uc011afh.2	DQ599834
chr21	45913121	45913224	18588	uc002zfd.3	DQ588725
chr21	45917774	46131495	18589	uc002zfe.1	TSPEAR
chr21	45937097	45938860	18590	uc002zff.4	C21orf90
chr21	45959067	45960078	18591	uc002zfh.1	KRTAP10-1
chr21	45970317	45971388	18592	uc002zfi.1	KRTAP10-2
chr21	45977905	45978643	18593	uc002zfj.1	KRTAP10-3
chr21	45993605	45994987	18594	uc002zfk.1	KRTAP10-4
chr21	45999563	46000481	18595	uc002zfl.1	KRTAP10-5
chr21	46011148	46012386	18596	uc002zfm.3	KRTAP10-6
chr21	46020496	46022091	18597	uc002zfn.4	KRTAP10-7
chr21	46031995	46032871	18598	uc002zfo.1	KRTAP10-8
chr21	46047039	46048295	18599	uc002zfp.4	KRTAP10-9
chr21	46057272	46058372	18600	uc002zfq.3	KRTAP10-10
chr21	46066330	46067566	18601	uc002zfr.4	KRTAP10-11
chr21	46074129	46074576	18602	uc002zfs.1	KRTAP12-4
chr21	46077848	46078258	18603	uc002zft.3	KRTAP12-3
chr21	46086105	46086844	18604	uc002zfu.3	KRTAP12-2
chr21	46101490	46102078	18605	uc002zfv.3	KRTAP12-1
chr21	46117086	46117959	18606	uc002zfw.1	KRTAP10-12
chr21	46188494	46221751	18607	uc002zfy.3	UBE2G2
chr21	46225531	46238044	18608	uc002zfz.1	SUMO3
chr21	46269499	46293818	18609	uc002zgb.2	PTTG1IP
chr21	46305867	46340965	18610	uc002zgf.3	ITGB2
chr21	46340949	46349595	18611	uc021wju.1	LOC100505746
chr21	46353198	46359828	18612	uc011afm.2	C21orf67
chr21	46359954	46396888	18613	uc002zgl.3	FAM207A
chr21	46409778	46414001	18614	uc021wjz.1	LINC00163
chr21	46419126	46424642	18615	uc002zgo.3	LINC00162
chr21	46490870	46493126	18616	uc011afn.2	SSR4P1
chr21	46494492	46646478	18617	uc002zgy.2	ADARB1
chr21	46654266	46678645	18618	uc002zgz.1	C21orf89
chr21	46683842	46707811	18619	uc002zhc.3	POFUT2
chr21	46707966	46717269	18620	uc002zhf.3	LOC642852
chr21	46875423	46933634	18621	uc002zhi.3	COL18A1
chr21	46839630	46844955	18622	uc011afr.1	COL18A1-AS1
chr21	46934628	46962385	18623	uc002zhl.2	SLC19A1
chr21	47269874	47362368	18624	uc002zhq.2	PCBP3
chr21	47247754	47256333	18625	uc002zho.2	LOC100129027
chr21	47401662	47424963	18626	uc002zhu.1	COL6A1
chr21	47518032	47552763	18627	uc002zia.1	COL6A2
chr21	47556175	47575481	18628	uc002zif.3	FTCD
chr21	47581061	47604373	18629	uc011afu.2	C21orf56
chr21	47608359	47648738	18630	uc002zij.3	LSS
chr21	47649157	47671604	18631	uc002zin.2	MCM3AP-AS1
chr21	47655047	47705236	18632	uc002zir.1	MCM3AP
chr21	47706266	47717665	18633	uc002ziv.3	YBEY
chr21	47721046	47743785	18634	uc002zjf.3	C21orf58
chr21	47744035	47865682	18635	uc002zji.4	PCNT
chr21	47878861	47989926	18636	uc002zjo.2	DIP2A
chr21	47955708	47956006	18637	uc021wkb.1	Metazoa_SRP
chr21	48018530	48025035	18638	uc002zju.1	S100B
chr21	48055506	48085155	18639	uc002zjy.3	PRMT2
chr22	16150259	16193004	18640	uc002zks.4	AK022914
chr22	16162065	16172265	18641	uc002zkt.3	BC040855
chr22	16179617	16181004	18642	uc002zku.3	BC017398
chr22	16239287	16239327	18643	uc021wkd.1	DQ590589
chr22	16240245	16240277	18644	uc002zkw.3	DQ573684
chr22	16240300	16240340	18645	uc002zkx.2	DQ595048
chr22	16241085	16241125	18646	uc002zky.2	DQ590589
chr22	16242753	16242785	18647	uc021wke.1	DQ573684
chr22	16243382	16243414	18648	uc002zla.2	DQ573684
chr22	16243447	16243487	18649	uc021wkf.1	DQ587539
chr22	16243907	16243948	18650	uc002zlb.3	DQ582484
chr22	16243978	16244015	18651	uc021wkg.1	DQ599820
chr22	16244205	16244245	18652	uc021wkh.1	DQ590589
chr22	16244524	16244552	18653	uc021wki.1	DQ573684
chr22	16245153	16245185	18654	uc002zlc.2	DQ573684
chr22	16245218	16245248	18655	uc021wkj.1	DQ587539
chr22	16245678	16245719	18656	uc002zld.3	DQ582484
chr22	16245749	16245786	18657	uc021wkk.1	DQ599820
chr22	16245997	16246037	18658	uc021wkl.1	DQ590589
chr22	16251235	16255495	18659	uc002zlf.2	P704P
chr22	16256331	16287937	18660	uc010gqp.2	POTEH
chr22	16274557	16278600	18661	uc002zlk.3	P712P
chr22	16448823	16449804	18662	uc011agd.2	OR11H1
chr22	17029615	17029643	18663	uc002zlo.1	DQ571479
chr22	17071647	17073700	18664	uc002zlp.1	CCT8L2
chr22	17082800	17129720	18665	uc002zlr.3	TPTEP1
chr22	17134598	17156430	18666	uc021wkm.1	ANKRD62P1-PARP4P3
chr22	17227758	17229328	18667	uc002zlu.3	BC038197
chr22	17264305	17302584	18668	uc002zlv.3	XKR3
chr22	17308363	17310225	18669	uc010gqr.1	HSFY1P1
chr22	17385314	17385395	18670	uc011agg.1	IGKV1-12
chr22	17442826	17489112	18671	uc002zlw.3	GAB4
chr22	17517459	17539682	18672	uc002zlx.1	CECR7
chr22	17565850	17596584	18673	uc002zly.3	IL17RA
chr22	17597188	17602213	18674	uc002zmb.2	CECR6
chr22	17602484	17612994	18675	uc002zmc.3	BC021738
chr22	17618409	17640169	18676	uc002zmf.3	CECR5
chr22	17640278	17646335	18677	uc011agh.2	CECR5-AS1
chr22	17660191	17690779	18678	uc002zmk.1	CECR1
chr22	17737749	17747623	18679	uc021wkn.1	CECR3
chr22	17956629	18033845	18680	uc002zml.2	CECR2
chr22	18043182	18073647	18681	uc002zmp.1	SLC25A18
chr22	18074902	18111588	18682	uc002zmr.1	ATP6V1E1
chr22	18121484	18211989	18683	uc002zmw.3	BCL2L13
chr22	18215565	18217980	18684	uc002znb.3	DQ570096
chr22	18216905	18257431	18685	uc010grb.1	BID
chr22	18246945	18247025	18686	uc021wkq.1	MIR3198-1
chr22	18270415	18507325	18687	uc002zng.4	MICAL3
chr22	18463633	18463727	18688	uc021wks.1	MIR648
chr22	18512150	18520734	18689	uc002zno.1	FLJ41941
chr22	18560685	18573797	18690	uc002znp.4	PEX26
chr22	18560820	18561541	18691	uc002zns.3	Em:AC008101.5
chr22	18593452	18614498	18692	uc002znv.2	TUBA8
chr22	18632757	18660162	18693	uc002zny.3	USP18
chr22	18660804	18685242	18694	uc002znz.1	AK129567
chr22	18721396	18736925	18695	uc011agn.1	AK302545
chr22	18761201	18792992	18696	uc002zob.1	GGT3P
chr22	18834323	18839322	18697	uc002zoc.3	BC112340
chr22	18840391	18847477	18698	uc002zoe.3	AL117485
chr22	18893735	18899601	18699	uc002zoh.4	DGCR6
chr22	18900286	18924066	18700	uc002zok.4	PRODH
chr22	18958010	18982142	18701	uc021wku.1	DGCR5
chr22	18985168	18985205	18702	uc021wkw.1	DQ585141
chr22	19005346	19007761	18703	uc002zop.3	DGCR9
chr22	19010136	19011063	18704	uc011agq.2	DGCR10
chr22	19023794	19109967	18705	uc002zoq.1	DGCR2
chr22	19032768	19032880	18706	uc021wla.1	Y_RNA
chr22	19033674	19035888	18707	uc002zos.2	DGCR11
chr22	19117791	19132190	18708	uc002zou.3	DGCR14
chr22	19118320	19120136	18709	uc002zow.2	TSSK2
chr22	19136503	19137796	18710	uc011ags.2	GSC2
chr22	19163093	19166301	18711	uc002zoz.3	SLC25A1
chr22	19167711	19279239	18712	uc021wle.1	CLTCL1
chr22	19318223	19419219	18713	uc002zpf.1	HIRA
chr22	19420035	19423596	18714	uc002zpg.3	MRPL40
chr22	19430672	19435755	18715	uc002zpk.2	C22orf39
chr22	19437463	19466738	18716	uc002zpm.2	UFD1L
chr22	19459917	19460033	18717	uc002zpq.1	U84523
chr22	19467413	19508135	18718	uc002zpr.3	CDC45
chr22	19510546	19512860	18719	uc002zpu.2	CLDN5
chr22	19553652	19554362	18720	uc011ahb.1	LOC150185
chr22	19701986	19711102	18721	uc002zpv.2	SEPT5
chr22	19705991	19712297	18722	uc002zpz.2	GP1BB
chr22	19744225	19754855	18723	uc002zqa.1	TBX1
chr22	19775933	19842462	18724	uc002zqf.1	GNB1L
chr22	19833660	19842371	18725	uc002zqh.3	C22orf29
chr22	19863039	19929359	18726	uc021wlj.1	TXNRD2
chr22	19929262	19957498	18727	uc002zqu.3	COMT
chr22	19951275	19951357	18728	uc021wln.1	MIR4761
chr22	19957401	20004309	18729	uc002zqz.3	ARVCF
chr22	20008630	20053447	18730	uc002zrc.1	C22orf25
chr22	20008632	20044627	18731	uc010grx.2	C22orf25
chr22	20020661	20020743	18732	uc011ahj.2	MIR185
chr22	20067754	20099400	18733	uc002zri.3	DGCR8
chr22	20099397	20104768	18734	uc002zrl.1	TRMT2A
chr22	20105023	20114704	18735	uc002zro.1	RANBP1
chr22	20119363	20135530	18736	uc002zrr.2	ZDHHC8
chr22	20136108	20137431	18737	uc021wlr.1	LOC388849
chr22	20186252	20192441	18738	uc002zrs.2	LOC284865
chr22	20193854	20196060	18739	uc002zrt.2	LOC150197
chr22	20228937	20255816	18740	uc002zrv.3	RTN4R
chr22	20236656	20236734	18741	uc021wls.1	MIR1286
chr22	20291560	20299716	18742	uc002zrw.1	KIAA1653
chr22	20301760	20307628	18743	uc002zrx.3	DGCR6L
chr22	20326398	20350461	18744	uc011ahm.1	LOC729444
chr22	20377668	20380440	18745	uc021wlv.1	TMEM191B
chr22	20383730	20400817	18746	uc010gsg.2	PI4KAP1
chr22	20455668	20455969	18747	uc021wlw.1	7SK
chr22	20455993	20461786	18748	uc002zsd.4	RIMBP3
chr22	20465447	20465729	18749	uc021wlx.1	Metazoa_SRP
chr22	20640677	20656858	18750	uc011aho.1	AK302545
chr22	20717914	20731542	18751	uc011ahq.1	USP41
chr22	20748479	20762752	18752	uc002zsh.3	ZNF74
chr22	20778873	20792146	18753	uc002zsk.2	SCARF2
chr22	20795805	20850170	18754	uc002zsl.2	KLHL22
chr22	20861885	20941919	18755	uc002zsq.3	MED15
chr22	20970516	21011201	18756	uc002zsv.3	BC035867
chr22	21043842	21046009	18757	uc002zsw.2	POM121L4P
chr22	21045981	21046036	18758	uc011ahv.2	DQ571461
chr22	21055401	21058891	18759	uc002zsx.1	TMEM191A
chr22	21061978	21213100	18760	uc002zsz.4	PI4KA
chr22	21128382	21142008	18761	uc002ztb.1	SERPIND1
chr22	21213291	21245501	18762	uc011ahw.2	SNAP29
chr22	21271713	21308037	18763	uc002ztf.2	CRKL
chr22	21311690	21318877	18764	uc002zti.1	BC127858
chr22	21336557	21353326	18765	uc002zto.3	LZTR1
chr22	21354060	21356404	18766	uc002ztr.1	THAP7
chr22	21355229	21355259	18767	uc021wlz.1	DQ574263
chr22	21356210	21357561	18768	uc002ztt.1	THAP7-AS1
chr22	21362495	21368576	18769	uc002zty.4	MGC16703
chr22	21369463	21382302	18770	uc010gsu.1	P2RX6
chr22	21383006	21386847	18771	uc002zud.3	SLC7A4
chr22	21388464	21388561	18772	uc021wma.1	Mir_649
chr22	21396680	21398538	18773	uc002zuf.1	P2RX6P
chr22	21400248	21418457	18774	uc002zug.3	LOC400891
chr22	21457304	21476575	18775	uc011aia.2	BCRP2
chr22	21467809	21475980	18776	uc002zuj.4	AL117485
chr22	21477049	21482046	18777	uc010gsw.2	POM121L7
chr22	21481136	21481174	18778	uc011aib.1	DQ570150
chr22	21538002	21546445	18779	uc002zul.4	AK128837
chr22	21562261	21563772	18780	uc011aic.1	GGT2
chr22	21637768	21638950	18781	uc021wmc.1	POM121L7
chr22	21637903	21637958	18782	uc002zun.3	DQ571461
chr22	21642518	21646214	18783	uc002zuo.1	AX748067
chr22	21733715	21733990	18784	uc021wme.1	Metazoa_SRP
chr22	21737662	21743455	18785	uc002zuq.4	RIMBP3B
chr22	21743479	21743780	18786	uc021wmf.1	7SK
chr22	21771692	21805750	18787	uc002zur.4	HIC2
chr22	21821458	21824224	18788	uc021wmg.1	TMEM191C
chr22	21830664	21846383	18789	uc011aie.1	PI4KAP2
chr22	21899632	21899933	18790	uc021wmi.1	7SK
chr22	21899957	21905750	18791	uc002zuy.4	RIMBP3C
chr22	21909418	21909716	18792	uc021wmj.1	Metazoa_SRP
chr22	21921956	21978323	18793	uc002zva.1	UBE2L3
chr22	21982377	21984340	18794	uc002zvb.2	YDJC
chr22	21987085	21991616	18795	uc002zve.3	CCDC116
chr22	21996541	21998588	18796	uc002zvf.3	SDF2L1
chr22	22007269	22007347	18797	uc021wmk.1	MIR301B
chr22	22007592	22007674	18798	uc011aii.1	MIR130B
chr22	22020272	22052202	18799	uc002zvg.4	PPIL2
chr22	22051825	22090071	18800	uc002zvl.3	YPEL1
chr22	22113946	22221970	18801	uc002zvn.3	MAPK1
chr22	22273791	22307250	18802	uc002zvp.2	PPM1F
chr22	22311402	22337147	18803	uc002zvs.3	TOP3B
chr22	22345495	22398332	18804	uc002zvu.3	AK131325
chr22	22380461	22380936	18805	uc002zvv.3	BC089413
chr22	22385571	23265082	18806	uc021wml.1	abParts
chr22	22599199	22599926	18807	uc002zvx.1	VPREB1
chr22	22838771	22863505	18808	uc002zwc.1	ZNF280B
chr22	22868060	22874613	18809	uc002zwe.3	ZNF280A
chr22	22890122	22901696	18810	uc002zwj.3	PRAME
chr22	22974027	22987012	18811	uc011ait.1	POM121L1P
chr22	22979652	22981152	18812	uc002zwm.3	BCR
chr22	22984838	22984876	18813	uc011aiu.1	DQ570150
chr22	22984879	22984909	18814	uc011aiv.1	DQ597441
chr22	22985767	22985805	18815	uc002zwn.3	DQ570150
chr22	22988781	22990368	18816	uc010gtt.2	GGTLC2
chr22	23165269	23165360	18817	uc021wmp.1	MIR650
chr22	23229959	23238013	18818	uc011aiw.2	IGLL5
chr22	23401592	23484241	18819	uc002zwt.3	RTDR1
chr22	23412668	23467221	18820	uc002zwu.1	GNAZ
chr22	23487512	23506531	18821	uc002zwv.1	RAB36
chr22	23522551	23660224	18822	uc002zww.3	BCR
chr22	23604953	23607186	18823	uc010gty.3	FBXW4P1
chr22	23701792	23724313	18824	uc021wms.1	CES5AP1
chr22	23732791	23744799	18825	uc002zxa.4	ZDHHC8P1
chr22	23804431	23829167	18826	uc010gtz.1	LOC388882
chr22	23915312	23922495	18827	uc002zxd.3	IGLL1
chr22	23950638	23974508	18828	uc002zxf.3	C22orf43
chr22	23952777	23952803	18829	uc021wmt.1	DQ586720
chr22	23980674	24059610	18830	uc011aiz.2	GUSBP11
chr22	23980674	24051428	18831	uc002zxl.4	GUSBP11
chr22	24032960	24041363	18832	uc002zxn.3	RGL4
chr22	24051972	24059545	18833	uc010gub.1	GUSBP11
chr22	24083771	24093279	18834	uc002zxs.3	ZNF70
chr22	24094929	24096630	18835	uc002zxt.3	VPREB3
chr22	24105207	24108050	18836	uc011aja.2	C22orf15
chr22	24108020	24110141	18837	uc002zxw.3	CHCHD10
chr22	24115035	24126503	18838	uc002zxx.3	MMP11
chr22	24129149	24176705	18839	uc002zyb.3	SMARCB1
chr22	24176689	24181199	18840	uc002zyk.4	DERL3
chr22	24200040	24227725	18841	uc002zyp.4	SLC2A11
chr22	24235896	24241117	18842	uc002zys.2	LOC284889
chr22	24236564	24237409	18843	uc002zyr.1	MIF
chr22	24313553	24316680	18844	uc002zyz.4	DDT
chr22	24238568	24238598	18845	uc021wmw.1	DQ574115
chr22	24239522	24239551	18846	uc021wmx.1	DQ580850
chr22	24239638	24239678	18847	uc011ajg.1	DQ579704
chr22	24239748	24239792	18848	uc021wmy.1	DQ584254
chr22	24239835	24239864	18849	uc021wmz.1	DQ571361
chr22	24240066	24240132	18850	uc002zyt.3	DQ575315
chr22	24240744	24240774	18851	uc021wna.1	DQ597394
chr22	24245625	24247864	18852	uc021wnb.1	DQ600483
chr22	24253496	24253538	18853	uc011ajh.1	DQ596074
chr22	24299600	24303393	18854	uc002zyw.4	GSTT2
chr22	24309025	24314748	18855	uc002zyy.4	DDTL
chr22	24322313	24326106	18856	uc002zzb.4	GSTT2
chr22	24340594	24347258	18857	uc002zzd.3	GSTTP1
chr22	24373116	24374043	18858	uc011ajk.1	LOC391322
chr22	24376138	24384284	18859	uc002zze.4	GSTT1
chr22	24385937	24401899	18860	uc002zzh.1	GSTTP2
chr22	24407764	24574596	18861	uc002zzi.1	CABIN1
chr22	24577443	24585074	18862	uc002zzn.1	SUSD2
chr22	24615621	24641110	18863	uc002zzp.4	GGT5
chr22	24647952	24649256	18864	uc021wnd.1	UNQ2565
chr22	24648706	24648761	18865	uc002zzt.2	DQ571461
chr22	24658457	24658483	18866	uc011ajp.1	DQ576853
chr22	24666789	24813708	18867	uc002zzv.4	SPECC1L
chr22	24823529	24838325	18868	uc002zzy.4	ADORA2A
chr22	24823536	24829704	18869	uc021wng.1	ADORA2A
chr22	24825177	24890783	18870	uc002zzz.2	C22orf45
chr22	24890076	24922553	18871	uc003aaf.3	UPB1
chr22	24936405	24951275	18872	uc003aah.2	C22orf13
chr22	24951617	24968509	18873	uc003aam.1	SNRPD3
chr22	24979717	25024972	18874	uc003aan.1	GGT1
chr22	24981590	24989035	18875	uc003aaq.2	FAM211B
chr22	25028881	25049327	18876	uc011ajv.2	BCRP3
chr22	25041132	25055114	18877	uc003abc.2	POM121L10P
chr22	25046352	25047058	18878	uc021wni.1	DKFZp434K191
chr22	25053012	25053050	18879	uc011ajw.1	DQ570150
chr22	25115000	25170683	18880	uc003abd.1	PIWIL3
chr22	25160467	25161986	18881	uc003abe.3	TOP1P2
chr22	25202135	25322813	18882	uc003abg.2	SGSM1
