#hg18.knownGene.name	hg18.knownGene.chrom	hg18.knownGene.strand	hg18.knownGene.txStart	hg18.knownGene.txEnd	hg18.kgXref.geneSymbol
uc002eme.1	chr16	+	56220022	56256445	GPR56
uc002emf.1	chr16	+	56220131	56256445	GPR56
uc002emg.2	chr16	+	56230904	56256445	GPR56
uc010cdc.1	chr16	+	56259671	56270252	GPR97
uc002emh.1	chr16	+	56259671	56280791	GPR97
uc010cdd.1	chr16	+	56259671	56280791	GPR97
uc010cde.1	chr16	+	56271210	56280791	GPR97
uc002emi.1	chr16	+	56286226	56322868	CCDC135
uc002emj.1	chr16	+	56286226	56322868	CCDC135
uc002emk.1	chr16	+	56286226	56322868	CCDC135
uc002eml.1	chr16	+	56327160	56348663	KATNB1
uc002emm.1	chr16	-	56349629	56373726	KIFC3
uc002emn.1	chr16	-	56349629	56373726	HsKIFC3
uc002emo.2	chr16	-	56349629	56389325	KIFC3
uc010cdf.1	chr16	-	56349629	56389325	KIFC3
uc002emp.1	chr16	-	56349629	56393940	KIFC3
uc002emq.1	chr16	-	56349629	56393940	KIFC3
uc002emr.1	chr16	-	56352825	56454234	KIFC3
uc010cdg.1	chr16	-	56362955	56389695	HsKIFC3
uc002ems.1	chr16	+	56405136	56408351	AF452719
uc002emt.1	chr16	-	56475205	56562513	CNGB1
uc010cdh.1	chr16	-	56475205	56562513	CNGB1
uc002emu.1	chr16	-	56546409	56562513	Gar-1
uc002emv.2	chr16	+	56567839	56579518	TEPP
uc002emw.2	chr16	+	56567839	56579518	TEPP
uc002emx.1	chr16	-	56586073	56591263	ZNF319
uc010cdi.1	chr16	-	56587921	56589670	ZNF319
uc002emy.2	chr16	+	56592805	56604957	C16orf57
uc002emz.1	chr16	+	56592805	56613023	C16orf57
uc002ena.1	chr16	+	56616782	56638305	MMP15
uc002enb.1	chr16	-	56704997	56720797	C16orf80
uc002enc.1	chr16	-	56749312	56789283	CSNK2A2
uc002ene.1	chr16	+	56841363	56875235	CCDC113
uc002enf.1	chr16	-	56871401	56886452	KLKBL4
uc002eng.1	chr16	-	56871401	56886452	KLKBL4
uc010cdj.1	chr16	+	56983798	56997549	GINS3
uc002enh.2	chr16	+	56983798	56997549	GINS3
uc002enj.2	chr16	+	56983798	56997549	GINS3
uc002eni.2	chr16	+	56983798	56997549	GINS3
uc002enk.1	chr16	+	57055117	57105024	NDRG4
uc002enl.1	chr16	+	57055705	57105024	smap-8
uc002enm.1	chr16	+	57055705	57105024	NDRG4
uc002eno.1	chr16	+	57091547	57105024	NDRG4
uc002enp.1	chr16	+	57091547	57105024	NDRG4
uc010cdk.1	chr16	+	57091547	57105024	NDRG4
uc002enq.1	chr16	+	57097395	57104574	smap-8
uc010cdl.1	chr16	+	57106927	57108484	SETD6
uc002enr.1	chr16	+	57106927	57111053	SETD6
uc002ens.1	chr16	+	57106927	57111053	SETD6
uc010cdm.1	chr16	+	57106927	57111053	SETD6
uc002ent.1	chr16	-	57111355	57124570	KIAA1007
uc002env.1	chr16	-	57111355	57221251	CNOT1
uc002enw.1	chr16	-	57111355	57221251	CNOT1
uc002enu.2	chr16	-	57111355	57221251	CNOT1
uc002enx.1	chr16	-	57134732	57221251	CNOT1
uc002eny.1	chr16	-	57139903	57140038	SNORA46
uc002enz.1	chr16	-	57141123	57221251	KIAA1007
uc002eoa.1	chr16	-	57151200	57151336	SNORA50
uc002eob.1	chr16	-	57257798	57275583	SLC38A7
uc002eoc.1	chr16	-	57257798	57276112	SLC38A7
uc002eod.1	chr16	-	57257798	57276175	SLC38A7
uc002eoe.1	chr16	-	57262976	57276175	SLC38A7
uc002eof.1	chr16	-	57298535	57325747	GOT2
uc002eog.1	chr16	-	60244735	60627537	CDH8
uc002eoh.2	chr16	-	60317583	60448643	CDH8
uc010cdn.1	chr16	-	63538183	63596445	CDH11
uc002eoi.1	chr16	-	63538183	63713420	CDH11
uc002eoj.1	chr16	-	63538183	63713420	CDH11
uc002eok.1	chr16	-	63572526	63574631	AK021537
uc010cdo.1	chr16	-	63875902	63955212	LOC283867
uc010cdp.1	chr16	-	63875902	64163329	LOC283867
uc002eol.1	chr16	-	63875902	64167704	LOC283867
uc002eom.2	chr16	+	64958025	64996190	CDH5
uc002eon.1	chr16	+	64970707	64984389	CDH5
uc002eoo.1	chr16	+	64999927	65003539	AK056683
uc002eop.1	chr16	+	65018740	65074230	BEAN
uc002eoq.1	chr16	+	65061005	65073673	BEAN
uc002eor.1	chr16	-	65100845	65141695	TK2
uc010cdq.1	chr16	-	65100845	65141695	TK2
uc002eos.1	chr16	-	65100845	65141816	TK2
uc010cdr.1	chr16	-	65100845	65141816	TK2
uc002eow.1	chr16	+	65143966	65157472	CKLF
uc002eot.1	chr16	+	65143966	65157472	CKLF
uc002eou.1	chr16	+	65143966	65157472	CKLF
uc002eov.1	chr16	+	65143966	65157472	CKLF
uc002eox.1	chr16	+	65143966	65157655	CKLF
uc002epb.2	chr16	+	65157794	65170539	CKLFSF1
uc002epc.2	chr16	+	65157794	65170539	CKLFSF1
uc002epd.2	chr16	+	65157794	65170539	CKLFSF1
uc002epe.2	chr16	+	65157794	65170539	CKLFSF1
uc002epf.2	chr16	+	65157794	65170539	CKLFSF1
uc002epg.2	chr16	+	65157794	65170539	CKLFSF1
uc002eph.2	chr16	+	65157794	65170539	CMTM1
uc002epi.2	chr16	+	65157794	65170539	CMTM1
uc002epl.2	chr16	+	65157794	65170539	CMTM1
uc002epj.2	chr16	+	65157794	65170539	CMTM1
uc002epk.2	chr16	+	65157794	65170539	CMTM1
uc002epa.2	chr16	+	65157794	65170539	CMTM1
uc002epn.2	chr16	+	65157850	65170539	CMTM1
uc002epo.2	chr16	+	65157850	65170539	CMTM1
uc002epp.2	chr16	+	65157850	65170539	CMTM1
uc002epq.2	chr16	+	65157850	65170539	CMTM1
uc010cds.1	chr16	+	65157850	65170539	CMTM1
uc002epr.2	chr16	+	65157850	65170539	CMTM1
uc002epm.2	chr16	+	65157850	65170539	CKLFSF1
uc010cdt.1	chr16	+	65157913	65160287	CMTM1
uc002eps.1	chr16	+	65161339	65170539	CKLFSF1
uc002ept.1	chr16	+	65170851	65179678	CMTM2
uc010cdu.1	chr16	+	65170851	65179678	CKLFSF2
uc002epu.1	chr16	+	65195702	65205296	CMTM3
uc002epv.1	chr16	+	65195713	65205296	CMTM3
uc002epw.1	chr16	+	65195713	65205296	CMTM3
uc002epx.1	chr16	+	65196067	65205296	CMTM3
uc002epy.1	chr16	+	65196134	65205296	CKLFSF3
uc002epz.1	chr16	-	65206153	65288111	CMTM4
uc002eqa.1	chr16	-	65206153	65288111	CMTM4
uc002eqb.1	chr16	-	65312299	65343026	DYNC1LI2
uc002eqc.1	chr16	-	65350161	65393024	AX747993
uc002eqd.1	chr16	-	65358818	65392457	CCDC79
uc002eqe.1	chr16	-	65394281	65422380	NAE1
uc002eqf.1	chr16	-	65394281	65422380	NAE1
uc002eqg.1	chr16	-	65394281	65422380	NAE1
uc010cdv.1	chr16	-	65394281	65422380	NAE1
uc010cdw.1	chr16	-	65408008	65422380	DKFZp434P241
uc002eqh.2	chr16	-	65432837	65444852	AF086125
uc002eqi.1	chr16	+	65435782	65445550	CA7
uc002eqj.1	chr16	+	65436341	65445550	CA7
uc002eqk.1	chr16	+	65471936	65479356	PDP2
uc010cdx.1	chr16	+	65475688	65477278	PDP2
uc002eql.1	chr16	-	65499525	65510267	CDH16
uc010cdy.1	chr16	-	65499525	65510267	CDH16
uc002eqm.1	chr16	-	65499525	65510267	CDH16
uc002eqn.2	chr16	-	65513082	65516940	RRAD
uc002eqo.2	chr16	-	65513082	65516940	RRAD
uc002eqp.1	chr16	-	65523466	65525804	FAM96B
uc002eqq.1	chr16	+	65525847	65536495	CES2
uc002eqr.1	chr16	+	65525847	65536495	CES2
uc002eqs.1	chr16	+	65525874	65536495	DKFZp434N0935
uc002eqt.1	chr16	+	65552638	65566553	CES3
uc010cdz.1	chr16	+	65552638	65566553	CES3
uc010cea.1	chr16	+	65552638	65566553	UNQ869
uc002equ.1	chr16	+	65558878	65566553	CES3
uc002eqv.1	chr16	+	65580133	65601160	CES8
uc002eqw.1	chr16	+	65587031	65601160	UNQ440/PRO873
uc002eqx.1	chr16	+	65591955	65601160	UNQ440/PRO873
uc002eqy.1	chr16	+	65592041	65601160	CES8
uc002eqz.1	chr16	+	65596962	65601160	UNQ440
uc002era.1	chr16	+	65620550	65692459	CBFB
uc002erb.1	chr16	+	65620550	65692459	CBFB
uc010ceb.1	chr16	+	65620550	65692459	CBFB
uc002erc.1	chr16	+	65701366	65739943	C16orf70
uc002erd.1	chr16	+	65701415	65739943	C16orf70
uc002ere.1	chr16	+	65711498	65727712	C16orf70
uc002erf.1	chr16	-	65739505	65742403	B3GNT9
uc002erg.1	chr16	+	65740619	65742368	BC007896
uc002erh.1	chr16	-	65745589	65747653	TRADD
uc002eri.1	chr16	-	65745589	65751313	TRADD
uc002erj.1	chr16	+	65751391	65755548	FBXL8
uc002erk.1	chr16	+	65751391	65755578	FBXL8
uc002erl.1	chr16	+	65754251	65761349	HSF4
uc002erm.1	chr16	+	65754251	65761349	HSF4
uc002ern.1	chr16	+	65755844	65761349	HSF4
uc010cec.1	chr16	+	65755844	65761349	HSF4
uc002ero.1	chr16	+	65761951	65764378	AX747633
uc002erp.1	chr16	+	65765370	65767127	NOL3
uc002erq.1	chr16	+	65765370	65767127	NOL3
uc002err.1	chr16	-	65767005	65769908	FLJ00161
uc002ers.1	chr16	-	65767005	65770956	FLJ00161
uc002ert.1	chr16	-	65767005	65775444	KIAA0895L
uc002eru.1	chr16	-	65767005	65775444	FLJ00161
uc002erv.1	chr16	-	65770833	65781608	EXOC3L
uc002erw.1	chr16	-	65775769	65781503	FLJ00161
uc002erx.1	chr16	-	65775769	65781608	EXOC3L
uc002ery.1	chr16	-	65775769	65781608	FLJ00161
uc002erz.1	chr16	+	65783568	65790322	E2F4
uc002esa.1	chr16	+	65790528	65795428	ELMO3
uc002esb.1	chr16	+	65790528	65795428	ELMO3
uc002esc.1	chr16	+	65790912	65795428	ELMO3
uc002esd.1	chr16	-	65798542	65802489	LRRC29
uc002ese.1	chr16	-	65798542	65818222	LRRC29
uc002esf.1	chr16	-	65798542	65818402	LRRC29
uc002esg.2	chr16	-	65798543	65818402	LRRC29
uc002esh.2	chr16	+	65818516	65820652	TMEM208
uc002esi.2	chr16	+	65818516	65820683	TMEM208
uc002esj.2	chr16	+	65818516	65820683	TMEM208
uc002esk.1	chr16	-	65820792	65822202	FHOS
uc002esl.1	chr16	-	65820792	65838926	FHOD1
uc010ced.1	chr16	-	65820792	65838926	FHOS
uc002esm.1	chr16	+	65840355	65863595	SLC9A5
uc010cee.1	chr16	+	65840355	65863595	SLC9A5
uc002esn.1	chr16	+	65853331	65855188	AK021876
uc002eso.2	chr16	+	65868913	65880904	PLEKHG4
uc002esp.2	chr16	+	65868913	65880904	prtphn1
uc002esq.2	chr16	+	65869576	65880904	PLEKHG4
uc002esr.1	chr16	+	65870242	65872588	prtphn1
uc010cef.1	chr16	+	65870550	65880904	PLEKHG4
uc002ess.2	chr16	+	65870989	65880904	PLEKHG4
uc010ceg.1	chr16	+	65870992	65880904	PLEKHG4
uc002esu.2	chr16	-	65880893	65918162	KCTD19
uc002est.2	chr16	-	65880893	65918162	KCTD19
uc002esv.1	chr16	+	65918247	65976602	LRRC36
uc002esw.1	chr16	+	65918247	65976602	RORBP70
uc010ceh.1	chr16	+	65938779	65963506	RORBP70
uc002esx.1	chr16	+	65938779	65976602	LRRC36
uc002esy.1	chr16	+	65938779	65976602	RORBP70
uc002esz.1	chr16	-	65981212	65983350	TPPP3
uc002eta.1	chr16	-	65981212	65984922	TPPP3
uc002etb.1	chr16	-	65981212	65984922	TPPP3
uc002etc.1	chr16	-	65985828	66007878	ZDHHC1
uc002etd.1	chr16	+	66022536	66028955	HSD11B2
uc002ete.1	chr16	-	66029417	66072590	ATP6V0D1
uc002etf.1	chr16	-	66045982	66072590	ATP6V0D1
uc002etg.1	chr16	-	66073974	66075217	AGRP
uc010cei.1	chr16	+	66120254	66134668	KIAA1930
uc002eth.1	chr16	+	66120254	66138190	FAM65A
uc010cej.1	chr16	+	66120254	66138190	FAM65A
uc002eti.1	chr16	+	66128879	66134668	FAM65A
uc002etj.1	chr16	+	66129481	66134668	FAM65A
uc002etk.1	chr16	+	66129827	66138190	FAM65A
uc002etl.1	chr16	+	66153964	66230589	CTCF
uc010cek.1	chr16	+	66153964	66230589	CTCF
uc002etm.1	chr16	+	66219773	66230572	CTCF
uc010cel.1	chr16	+	66236530	66244658	RLTPR
uc002etn.1	chr16	+	66236530	66248973	RLTPR
uc002eto.1	chr16	+	66244422	66248973	RLTPR
uc002etp.2	chr16	-	66248915	66252219	ACD
uc002etq.2	chr16	-	66248915	66252219	ACD
uc002etr.2	chr16	-	66248915	66252219	ACD
uc002ets.1	chr16	+	66252351	66254182	PARD6A
uc002ett.1	chr16	+	66252351	66254182	PARD6A
uc002etu.1	chr16	+	66252635	66254182	PARD6A
uc002etv.1	chr16	-	66254350	66255916	C16orf48
uc002etw.1	chr16	-	66254350	66258129	C16orf48
uc010cem.1	chr16	-	66254350	66258129	DKFZp434A1319
uc002etx.1	chr16	+	66258217	66260156	C16orf86
uc002ety.1	chr16	+	66258217	66260162	C16orf86
uc002etz.1	chr16	+	66258217	66260162	C16orf86
uc002eua.1	chr16	-	66265937	66268888	AX747090
uc002eub.1	chr16	-	66265939	66310720	GFOD2
uc002euc.1	chr16	-	66265939	66310720	GFOD2
uc010cen.1	chr16	-	66276345	66310720	GFOD2
uc002eud.1	chr16	-	66314505	66398056	RANBP10
uc010ceo.1	chr16	-	66314505	66398056	RANBP10
uc010cep.1	chr16	+	66398316	66417686	TSNAXIP1
uc002euf.2	chr16	+	66398316	66419466	TSNAXIP1
uc002eug.2	chr16	+	66398316	66419472	TSNAXIP1
uc002euh.2	chr16	+	66398316	66419472	TSNAXIP1
uc002eui.2	chr16	+	66398316	66419472	TSNAXIP1
uc002euj.1	chr16	+	66398510	66419472	TSNAXIP1
uc002euk.1	chr16	+	66412502	66419472	TSNAXIP1
uc002eum.2	chr16	-	66419560	66425504	CENPT
uc010ceq.1	chr16	-	66419560	66425504	CENPT
uc002eun.2	chr16	-	66419560	66438862	CENPT
uc002euo.1	chr16	+	66433713	66435599	THAP11
uc002eup.1	chr16	+	66438319	66462720	NUTF2
uc002euq.2	chr16	+	66461363	66463968	CR621108
uc002eur.1	chr16	+	66464499	66475907	EDC4
uc010cer.1	chr16	+	66464499	66475907	EDC4
uc010ces.1	chr16	+	66467891	66471178	EDC4
uc002eus.1	chr16	+	66468892	66475907	EDC4
uc002eut.1	chr16	+	66473864	66477771	AK125818
uc002euu.1	chr16	+	66476281	66477772	NRN1L
uc010cet.1	chr16	+	66484715	66501492	PSKH1
uc002euv.1	chr16	+	66484715	66521082	PSKH1
uc002euw.1	chr16	-	66520973	66523266	CTRL
uc002eux.1	chr16	-	66522129	66528254	PSMB10
uc002euy.1	chr16	-	66531287	66535516	LCAT
uc010ceu.1	chr16	-	66534950	66535924	AK310027
uc002euz.1	chr16	-	66535730	66560026	SLC12A4
uc002eva.1	chr16	-	66535888	66560026	SLC12A4
uc010cev.1	chr16	-	66537167	66538839	KCC1
uc002evb.1	chr16	-	66538340	66555456	KCC1
uc010cew.1	chr16	-	66543587	66560596	KCC1
uc010cex.1	chr16	-	66567066	66571953	DPEP3
uc002evc.2	chr16	-	66567066	66571953	DPEP3
uc010cey.1	chr16	-	66578798	66584780	DPEP2
uc002evd.2	chr16	-	66578798	66584780	DPEP2
uc002eve.1	chr16	-	66578798	66590857	DPEP2
uc002evf.1	chr16	-	66578798	66591990	UNQ284
uc002evg.1	chr16	-	66584353	66591990	UNQ284
uc002evh.1	chr16	-	66612674	66615460	DDX28
uc002evi.1	chr16	+	66614704	66670685	DUS2L
uc002evj.1	chr16	+	66614704	66670685	DUS2L
uc010cez.1	chr16	+	66629409	66670685	URLC8
uc002evk.1	chr16	+	66676875	66783616	NFATC3
uc002evl.1	chr16	+	66676875	66783616	NFATC3
uc002evn.1	chr16	+	66676875	66818338	NFATC3
uc002evm.1	chr16	+	66676875	66818338	NFATC3
uc002evo.1	chr16	+	66676875	66818338	NFATC3
uc002evp.1	chr16	-	66819950	66824233	RBM35B
uc002evq.1	chr16	-	66819950	66827637	RBM35B
uc010cfa.1	chr16	-	66819950	66827637	RBM35B
uc002evr.1	chr16	+	66836747	66852462	PLA2G15
uc002evs.1	chr16	+	66846184	66852462	DKFZp564A0122
uc010cfb.1	chr16	+	66855923	66883065	SLC7A6
uc002evt.1	chr16	+	66855923	66893223	SLC7A6
uc002evu.1	chr16	+	66855923	66893223	SLC7A6
uc002evv.1	chr16	+	66855923	66893223	SLC7A6
uc010cfc.1	chr16	+	66866094	66893223	SLC7A6
uc002evw.1	chr16	-	66892020	66902349	SLC7A6OS
uc002evx.1	chr16	+	66902445	66944064	PRMT7
uc002evy.1	chr16	+	66902445	66948663	PRMT7
uc002evz.1	chr16	+	66915386	66948663	PRMT7
uc010cfd.1	chr16	+	66943483	66948201	KIAA1933
uc010cfe.1	chr16	-	66949730	66963791	SMPD3
uc002ewa.1	chr16	-	66949730	67039905	SMPD3
uc002ewb.1	chr16	+	67121548	67158540	KIAA1954
uc010cff.1	chr16	+	67130616	67158540	ZFP90
uc002ewc.1	chr16	+	67130687	67158540	KIAA1954
uc002ewd.1	chr16	+	67130687	67158540	ZFP90
uc002ewe.1	chr16	+	67131161	67158540	ZFP90
uc002ewf.2	chr16	+	67235651	67290458	CDH3
uc002ewg.1	chr16	+	67328695	67426945	CDH1
uc010cfg.1	chr16	+	67328695	67426945	CDH1
uc002ewh.2	chr16	+	67435009	67459382	TMCO7
uc002ewi.2	chr16	+	67435009	67676586	TMCO7
uc010cfh.1	chr16	+	67696967	67709071	HAS3
uc002ewk.1	chr16	+	67697660	67710120	HAS3
uc002ewl.1	chr16	+	67698943	67709071	HAS3
uc002ewm.1	chr16	-	67709413	67712904	CHTF8
uc002ewn.1	chr16	-	67709413	67723558	CHTF8
uc002ewo.1	chr16	-	67709413	67723985	CHTF8
uc002ewp.1	chr16	-	67709413	67723985	CHTF8
uc002ewr.2	chr16	+	67723999	67759246	CIRH1A
uc002ews.2	chr16	+	67723999	67760438	CIRH1A
uc002ewt.2	chr16	+	67723999	67760438	CIRH1A
uc010cfi.1	chr16	+	67728099	67760438	CIRH1A
uc010cfj.1	chr16	+	67734572	67745470	KIAA1988
uc002ewu.1	chr16	+	67778550	67900456	SNTB2
uc010cfk.1	chr16	+	67893922	67896687	CR618817
uc002eww.1	chr16	+	67902787	67916447	VPS4A
uc002ewx.1	chr16	-	67920024	67921999	PDF
uc002ewy.2	chr16	-	67920024	67931027	COG8
uc002ewz.2	chr16	-	67924054	67931027	COG8
uc002exa.1	chr16	+	67931046	67934510	NIP7
uc002exb.1	chr16	+	67931046	67934510	NIP7
uc002exc.1	chr16	-	67934660	67943190	TMED6
uc002exd.1	chr16	-	67947033	67977374	TERF2
uc002exe.2	chr16	-	67961614	67977374	TERF2
uc002exf.2	chr16	+	68015998	68041623	CYB5B
uc002exg.1	chr16	+	68015998	68057668	CYB5B
uc010cfl.1	chr16	+	68015998	68057668	DKFZp686M0619
uc002exh.1	chr16	+	68156497	68277573	KIAA0827
uc002exi.2	chr16	+	68156497	68287082	NFAT5
uc002exj.1	chr16	+	68156497	68296054	NFAT5
uc002exk.1	chr16	+	68156497	68296054	NFAT5
uc002exl.1	chr16	+	68156497	68296054	NFAT5
uc002exn.1	chr16	+	68156497	68296054	NFAT5
uc002exm.1	chr16	+	68156497	68296054	NFAT5
uc002exo.1	chr16	+	68284272	68296054	KIAA0827
uc010cfm.1	chr16	-	68300804	68317964	NQO1
uc002exp.1	chr16	-	68300804	68318034	NQO1
uc002exq.1	chr16	-	68300804	68318034	NQO1
uc002exr.1	chr16	-	68300804	68318034	NQO1
uc002exs.1	chr16	-	68333274	68346330	NOB1
uc002ext.1	chr16	+	68353774	68501812	WWP2
uc002exu.1	chr16	+	68353774	68533144	WWP2
uc002exv.1	chr16	+	68353774	68533144	WWP2
uc002exw.1	chr16	+	68516401	68533144	WWP2
uc002exx.1	chr16	+	68524484	68524584	CS266604
uc002exy.1	chr16	+	68542126	68778299	MRCL
uc002exz.1	chr16	+	68542310	68555390	LOC348174
uc010cfn.1	chr16	+	68542516	68555390	LOC348174
uc002eya.1	chr16	+	68542516	68555390	LOC348174
uc002eyb.1	chr16	-	68567702	68634407	PDXDC2
uc002eyc.1	chr16	-	68567702	68657352	PDXDC2
uc002eye.1	chr16	-	68584534	68584560	DQ601612
uc002eyf.1	chr16	+	68705029	68752685	PDPR
uc002eyg.1	chr16	+	68723336	68752685	PDPR
uc002eyh.1	chr16	+	68737198	68752685	KIAA1990
uc002eyi.1	chr16	-	68750360	68764852	AK096066
uc002eyk.1	chr16	+	68765428	68778299	MRCL
uc010cfo.1	chr16	+	68765428	68778299	MRCL
uc002eyl.1	chr16	-	68810984	68817437	AK128245
uc010cfp.1	chr16	-	68821207	68826773	AK308867
uc002eym.1	chr16	-	68841634	68843334	EXOSC6
uc002eyn.1	chr16	-	68843797	68880913	AARS
uc002eyo.1	chr16	+	68890572	68925232	DDX19B
uc002eyp.1	chr16	+	68890572	68925232	DDX19B
uc002eyq.1	chr16	+	68890572	68925232	DDX19B
uc002eyr.1	chr16	+	68890572	68925232	DDX19B
uc002eys.1	chr16	+	68890572	68964782	DDX19B
uc002eyt.2	chr16	-	68907044	68938151	BC039497
uc002eyu.2	chr16	+	68938291	68940030	AK125701
uc010cfq.1	chr16	+	68938324	68961789	DKFZp762C1313
uc002eyv.1	chr16	+	68938324	68964782	DDX19A
uc010cfr.1	chr16	+	68938324	68964782	DDX19A
uc010cfs.1	chr16	+	68938324	68964782	DKFZp762C1313
uc002eyw.2	chr16	-	68970838	68992042	ST3GAL2
uc002eyx.2	chr16	-	68970838	69030492	ST3GAL2
uc002eyy.1	chr16	+	69045998	69071678	FUK
uc010cft.1	chr16	+	69045998	69071678	FUK
uc002eyz.1	chr16	+	69045998	69071678	FUK
uc002eza.1	chr16	-	69071972	69081803	COG4
uc002ezb.1	chr16	-	69071972	69100792	cog4
uc002ezc.1	chr16	-	69071972	69114958	COG4
uc010cfu.1	chr16	-	69071972	69114958	COG4
uc002ezd.1	chr16	-	69071972	69114958	COG4
uc002eze.1	chr16	-	69071972	69114958	cog4
uc002ezf.1	chr16	+	69115201	69163702	SF3B3
uc010cfv.1	chr16	+	69120905	69120999	SNORD111B
uc002ezg.1	chr16	+	69129408	69129502	SNORD111
uc002ezh.1	chr16	+	69237968	69252085	IL34
uc002ezi.1	chr16	+	69237968	69252085	IL34
uc002ezj.1	chr16	-	69252607	69277455	MTSS1L
uc002ezk.1	chr16	-	69268284	69271459	ABBA-1
uc002ezl.1	chr16	-	69278842	69322963	VAC14
uc002ezm.1	chr16	-	69278842	69392562	VAC14
uc010cfw.1	chr16	-	69278842	69392562	DKFZp434J032
uc002ezn.1	chr16	-	69278842	69392562	DKFZp434J032
uc002ezo.1	chr16	-	69278844	69282453	AK128439
uc010cfx.1	chr16	-	69288293	69336042	VAC14
uc002ezp.1	chr16	+	69346501	69364646	hCG_1998535
uc002ezq.2	chr16	-	69360393	69361625	BC033164
uc010cfy.1	chr16	-	69398789	69457733	DKFZp434D0513
uc002ezr.1	chr16	-	69398789	69822070	HYDIN
uc002ezs.1	chr16	-	69484939	69512621	HYDIN2
uc002ezt.1	chr16	-	69511994	69565424	KIAA1864
uc002ezu.1	chr16	-	69532790	69566074	KIAA1864
uc010cfz.1	chr16	-	69616786	69778317	DKFZp434I0850
uc002ezv.1	chr16	-	69618511	69822070	HYDIN
uc002ezw.2	chr16	-	69657884	69822100	HYDIN
uc002ezx.1	chr16	-	69722789	69744187	DKFZp761B238
uc010cga.1	chr16	-	69873703	69880816	FTSJD1
uc002ezy.2	chr16	-	69873703	69881010	FTSJD1
uc002ezz.2	chr16	-	69873703	69881014	FTSJD1
uc010cgb.1	chr16	-	69875011	69877324	FTSJD1
uc002faa.2	chr16	+	69950126	69981843	CALB2
uc002fab.2	chr16	+	69950126	69981843	CALB2
uc002fac.2	chr16	+	69950126	69981843	CALB2
uc002fae.1	chr16	-	70039003	70048232	ZNF23
uc002faf.1	chr16	-	70039003	70053618	ZNF23
uc002fah.1	chr16	-	70039003	70053774	ZNF23
uc002fad.2	chr16	-	70039013	70045377	ZNF23
uc002fag.2	chr16	-	70039013	70053774	DKFZp571N1833
uc002fai.2	chr16	-	70039013	70080718	ZNF23
uc002faj.1	chr16	+	70053681	70057345	AK123826
uc002fak.1	chr16	-	70065476	70076152	DKFZp547H042
uc010cgc.1	chr16	-	70065476	70080718	ZNF19
uc002fal.1	chr16	-	70065476	70080718	ZNF19
uc002fam.1	chr16	-	70065476	70080755	ZNF19
uc002fan.1	chr16	+	70117561	70129917	CHST4
uc002fao.1	chr16	+	70117829	70129917	CHST4
uc010cgd.1	chr16	+	70128081	70129242	CHST4
uc002fap.2	chr16	-	70158254	70168499	TAT
uc002faq.2	chr16	-	70166509	70168499	TAT
uc002far.2	chr16	-	70166833	70168499	TAT
uc002fas.1	chr16	+	70217570	70221078	MARVELD3
uc002fat.1	chr16	+	70217570	70226734	MARVELD3
uc002fau.1	chr16	+	70217570	70233369	MARVELD3
uc010cge.1	chr16	+	70217587	70233369	MARVELD3
uc002fav.2	chr16	-	70229239	70273309	PHLPPL
uc002fax.1	chr16	-	70236352	70306205	PHLPPL
uc010cgf.1	chr16	-	70236352	70307244	PHLPPL
uc002fay.1	chr16	-	70268877	70315216	PHLPPL
uc002faz.1	chr16	-	70320405	70338655	AP1G1
uc002fba.1	chr16	-	70320405	70400477	AP1G1
uc010cgg.1	chr16	-	70320405	70400477	AP1G1
uc002fbb.1	chr16	-	70320405	70400477	AP1G1
uc002fbc.1	chr16	-	70349805	70349891	SNORD71
uc002fbd.1	chr16	+	70444329	70448731	AK025339
uc002fbe.1	chr16	-	70451088	70471880	ZNF821
uc002fbf.1	chr16	-	70451088	70474913	ZNF821
uc002fbg.2	chr16	-	70451088	70475576	ZNF821
uc002fbh.2	chr16	-	70451088	70475576	ZNF821
uc002fbi.2	chr16	-	70451088	70475576	ZNF821
uc002fbj.1	chr16	+	70481972	70520407	KIAA0174
uc010cgh.1	chr16	+	70485823	70520407	KIAA0174
uc002fbk.1	chr16	+	70486946	70520407	KIAA0174
uc002fbl.1	chr16	+	70486946	70520407	KIAA0174
uc002fbm.1	chr16	+	70486946	70520407	KIAA0174
uc002fbn.1	chr16	+	70486946	70520407	KIAA0174
uc010cgi.1	chr16	+	70507029	70520407	KIAA0174
uc010cgj.1	chr16	+	70507865	70520407	KIAA0174
uc002fbo.2	chr16	-	70520942	70591378	PKD1L3
uc002fbp.1	chr16	+	70600143	70616456	DHODH
uc010cgk.1	chr16	+	70603449	70616456	DHODH
uc010cgl.1	chr16	-	70629501	70685015	DLP
uc002fbr.2	chr16	+	70646008	70652456	HP
uc010cgm.1	chr16	+	70646008	70652456	HP
uc002fbt.2	chr16	+	70646008	70652456	HP
uc002fbu.1	chr16	+	70647560	70652426	HP
uc002fbv.2	chr16	+	70647560	70652456	HP
uc002fbw.2	chr16	+	70647560	70652456	HP
uc002fbx.2	chr16	+	70647929	70652456	HP
uc002fby.1	chr16	+	70654625	70668646	HPR
uc002fca.1	chr16	-	70676256	70685015	TXNL4B
uc002fcb.1	chr16	+	70685115	70704312	DHX38
uc010cgn.1	chr16	+	70688221	70691997	PRP16
uc002fcc.2	chr16	-	70710497	70763525	PMFBP1
uc002fcd.1	chr16	-	70710498	70763525	PMFBP1
